0.845673	1.617810	U
2.463483	6.030018	U
6.728618	12.096804	B
12.243878	15.957487	U
16.361939	18.347433	B
18.807038	19.174722	U
19.285027	19.482657	B
19.482657	24.997917	U
25.595404	25.793034	B
26.192890	32.429731	UB
33.114542	33.679856	U
34.107289	34.971346	UB
35.054075	35.982478	U
36.837343	38.873393	B
